Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
1000910,"5184JK 5 7    NE-1-20-3-58,130 Sq. Feet",,T,"2
 Residential",,91500,351200,0,442700,303 SUNSET BLVD. S.W.,,,TV,2014
1000920,"5184JK 5 8    NE-1-20-3-58,130 Sq. Feet",,T,"2
 Residential",,91500,164800,0,256300,301 SUNSET BLVD. S.W.,,,TV,2014
1001000,"954GV 6 1    NE-1-20-3-56,250 Sq. Feet",,T,"2
 Residential",,85200,174700,0,259900,401 SUNSET BLVD. S.W.,,,TV,2014
1001010,"954GV 6 E80'2    NE-1-20-3-510,000 Sq. Feet",,T,"2
 Residential",,97800,152800,0,250600,403 SUNSET BLVD. S.W.,,,TV,2014
1001020,"954GV 6 2    NE-1-20-3-58,750 Sq. Feet",,T,"2
 Residential",,93600,185300,0,278900,405 SUNSET BLVD. S.W.,,,TV,2014
1001030,"0411894 6 17    NE-1-20-3-54,989 Sq. Feet",,T,"2
 Residential",,73400,142200,0,215600,407A SUNSET BOULEVARD S.W.,,,TV,2014
1001035,"0411894 6 18    NE-1-20-3-54,985 Sq. Feet",,T,"2
 Residential",,73400,150900,0,224300,407B SUNSET BOULEVARD S.W.,,,TV,2014
1001040,"0411894 6 19    NE-1-20-3-58,725 Sq. Feet",,T,"2
 Residential",,93500,191700,0,285200,409 SUNSET BLVD. S.W.,,,TV,2014
1001050,"8210332 6 A    NE-1-20-3-56,250 Sq. Feet   Parcel ""A""",,T,"2
 Residential",,85200,148800,0,234000,411 SUNSET BLVD. S.W.,,,TV,2014
1001060,"8210332 6 B    NE-1-20-3-56,250 Sq. Feet",,T,"2
 Residential",,85200,163200,0,248400,413 SUNSET BLVD. S.W.,,,TV,2014
1001070,"8210332 6 C    NE-1-20-3-511,000 Sq. Feet",,T,"2
 Residential",,99100,180200,0,279300,415 SUNSET BLVD. S.W.,,,TV,2014
1001080,"8210332 6 C    NE-1-20-3-510,310 Sq. Feet",,T,"2
 Residential",,102200,184500,0,286700,105 JOHN ST. S.W.,,,TV,2014
1001100,"5662GA D PARCEL    NE-1-20-3-58,750 Sq. Feet",,T,"2
 Residential",,85000,103500,0,188500,209 SUNSET BLVD. S.W.,,,TV,2014
1001110,"5662GA PT.D PARCEL    NE-1-20-3-510,000 Sq. Feet",,T,"2
 Residential",,88800,105900,0,194700,211 SUNSET BLVD. S.W.,,,TV,2014
1001200,NE-1-20-3-5                 5.25 Acres,,T,"2
 Residential",,227500,170600,0,398100,791 OKALTA RD. S.W.,,,TV,2014
1001300,1112685 3 44ER    NE-1-20-3-52.42 Acres   UR,,E,"10
Municipal Public Lands-Exempt",,230600,0,0,230600,610 Robert Street SW,,,TV,2014
1001400,1311726 1 1    NE-1-20-3-539.21 Acres   EVERWOOD ESTATES LTD.,,T,"2
 Residential",,830400,36000,0,866400,460 MAIN ST. S.W.,,,TV,2014
1001410,"0811870 1 1    NE-1-20-3-55,418 Sq. Feet",,T,"2
 Residential",,79600,282300,0,361900,230 REGENT ROAD SW,,,TV,2014
1001420,"0811870 1 2    NE-1-20-3-54,939 Sq. Feet",,T,"2
 Residential",,74300,262600,0,336900,228 REGENT ROAD SW,,,TV,2014
1001430,"0811870 1 3    NE-1-20-3-54,939 Sq. Feet",,T,"2
 Residential",,74300,285200,0,359500,226 REGENT ROAD SW,,,TV,2014
1001440,"0811870 1 4    NE-1-20-3-54,939 Sq. Feet",,T,"2
 Residential",,74300,258700,0,333000,224 REGENT ROAD SW,,,TV,2014
1001450,"0811870 1 5    NE-1-20-3-54,922 Sq. Feet",,T,"1
Residential Vacant",,74100,0,0,74100,222 REGENT ROAD SW,,,TV,2014
1001460,"0811870 1 6    NE-1-20-3-55,329 Sq. Feet",,T,"1
Residential Vacant",,78600,0,0,78600,220 REGENT ROAD SW,,,TV,2014
1001470,"0811870 1 7    NE-1-20-3-57,942 Sq. Feet",,T,"2
 Residential",,92700,62000,0,154700,218 REGENT ROAD SW,,,TV,2014
1001480,"0811870 1 8    NE-1-20-3-59,800 Sq. Feet",,T,"2
 Residential",,99100,399200,0,498300,216 REGENT ROAD SW,,,TV,2014
1001490,"0811870 1 9    NE-1-20-3-54,895 Sq. Feet",,T,"1
Residential Vacant",,73800,0,0,73800,215 REGENT ROAD SW,,,TV,2014
1001500,"0811870 1 10    NE-1-20-3-54,896 Sq. Feet",,T,"1
Residential Vacant",,73900,0,0,73900,213 REGENT ROAD SW,,,TV,2014
1001510,"0811870 1 11    NE-1-20-3-55,058 Sq. Feet",,T,"1
Residential Vacant",,75600,0,0,75600,211 REGENT ROAD SW,,,TV,2014
1001520,"0811870 1 12    NE-1-20-3-55,660 Sq. Feet",,T,"1
Residential Vacant",,82200,0,0,82200,209 REGENT ROAD SW,,,TV,2014
1001530,"0811870 1 13    NE-1-20-3-55,660 Sq. Feet",,T,"1
Residential Vacant",,82200,0,0,82200,207 REGENT ROAD SW,,,TV,2014
1001540,"0811870 1 14    NE-1-20-3-55,660 Sq. Feet",,T,"1
Residential Vacant",,82200,0,0,82200,205 REGENT ROAD SW,,,TV,2014
1001550,"0811870 1 15    NE-1-20-3-55,660 Sq. Feet",,T,"2
 Residential",,82200,257200,0,339400,203 REGENT ROAD SW,,,TV,2014
1001560,"0811870 1 16    NE-1-20-3-56,300 Sq. Feet",,T,"2
 Residential",,87000,254300,0,341300,201 REGENT ROAD SW,,,TV,2014
1001570,"0811870 4 10    NE-1-20-3-58,450 Sq. Feet",,T,"2
 Residential",,94400,344600,0,439000,202 REGENT ROAD SW,,,TV,2014
1001580,"0811870 4 11    NE-1-20-3-56,442 Sq. Feet",,T,"1
Residential Vacant",,87500,0,0,87500,204 REGENT ROAD SW,,,TV,2014
1001590,"0811870 4 12    NE-1-20-3-56,410 Sq. Feet",,T,"1
Residential Vacant",,87400,0,0,87400,206 REGENT ROAD SW,,,TV,2014
1001600,"0811870 4 13    NE-1-20-3-56,410 Sq. Feet",,T,"1
Residential Vacant",,87400,0,0,87400,208 REGENT ROAD SW,,,TV,2014
1001610,"0811870 4 14    NE-1-20-3-56,410 Sq. Feet",,T,"1
Residential Vacant",,87400,0,0,87400,210 REGENT ROAD SW,,,TV,2014
1001620,"0811870 4 15    NE-1-20-3-56,410 Sq. Feet",,T,"1
Residential Vacant",,87400,0,0,87400,212 REGENT ROAD SW,,,TV,2014
1001630,"0811870 4 16    NE-1-20-3-56,880 Sq. Feet",,T,"2
 Residential",,89000,269600,0,358600,214 REGENT ROAD SW,,,TV,2014
1001640,"0811870 4 1    NE-1-20-3-56,158 Sq. Feet",,T,"2
 Residential",,86500,285500,0,372000,201 GEORGE STREET SW,,,TV,2014
1001650,"0811870 4 2    NE-1-20-3-55,685 Sq. Feet",,T,"2
 Residential",,82500,257500,0,340000,203 GEORGE STREET SW,,,TV,2014
1001660,"0811870 4 3    NE-1-20-3-55,685 Sq. Feet",,T,"1
Residential Vacant",,82500,0,0,82500,205 GEORGE STREET SW,,,TV,2014
1001670,"0811870 4 4    NE-1-20-3-55,685 Sq. Feet",,T,"1
Residential Vacant",,82500,0,0,82500,207 GEORGE STREET SW,,,TV,2014
1001680,"0811870 4 5    NE-1-20-3-55,685 Sq. Feet",,T,"1
Residential Vacant",,82500,0,0,82500,209 GEORGE STREET SW,,,TV,2014
1001690,"0811870 4 6    NE-1-20-3-55,447 Sq. Feet",,T,"1
Residential Vacant",,79900,0,0,79900,211 GEORGE STREET SW,,,TV,2014
1001700,"0811870 4 7    NE-1-20-2-54,586 Sq. Feet",,T,"1
Residential Vacant",,70500,0,0,70500,213 GEORGE STREET SW,,,TV,2014
1001710,"0811870 4 8    NE-1-20-3-55,703 Sq. Feet",,T,"1
Residential Vacant",,82700,0,0,82700,215 GOERGE STREET SW,,,TV,2014
1001720,"0811870 4 9    NE-1-20-3-56,781 Sq. Feet",,T,"1
Residential Vacant",,88700,0,0,88700,217 GEORGE STREET SW,,,TV,2014
1001730,0811870 3 16    NE-1-20-3-51.87 Acres,,T,"1
Residential Vacant",,160000,0,0,160000,302 GEORGE STREET SW,,,TV,2014
1001740,"0811870 3 1    NE-1-20-3-55,843 Sq. Feet",,T,"1
Residential Vacant",,84200,0,0,84200,301 MCLEOD CRESCENT SW,,,TV,2014
1001750,"0811870 3 2    NE-1-20-3-55,660 Sq. Feet",,T,"2
 Residential",,82200,271100,0,353300,303 MCLEOD CRESCENT SW,,,TV,2014
1001760,"0811870 3 3    NE-1-20-3-55,660 Sq. Feet",,T,"2
 Residential",,82200,286700,0,368900,305 MCLEOD CRESCENT SW,,,TV,2014
1001770,"0811870 3 4    NE-1-20-3-55,660 Sq. Feet",,T,"1
Residential Vacant",,82200,0,0,82200,307 MCLEOD CRESCENT SW,,,TV,2014
1001780,"0811870 3 5    NE-1-20-3-55,660 Sq. Feet",,T,"1
Residential Vacant",,82200,0,0,82200,309 MCLEOD CRESCENT SW,,,TV,2014
1001790,"0811870 3 6    NE-1-20-3-55,660 Sq. Feet",,T,"1
Residential Vacant",,82200,0,0,82200,311 MCLEOD CRESCENT SW,,,TV,2014
1001800,"0811870 3 7    NE-1-20-3-55,880 Sq. Feet",,T,"1
Residential Vacant",,84600,0,0,84600,313 MCLEOD CRESCENT SW,,,TV,2014
1001810,"0811870 2 1    NE-1-20-3-57,415 Sq. Feet",,T,"1
Residential Vacant",,90800,0,0,90800,302 MCLEOD CRESCENT SW,,,TV,2014
1001820,"0811870 2 2    NE-1-20-3-56,306 Sq. Feet",,T,"1
Residential Vacant",,87000,0,0,87000,304 MCLEOD CRESCENT SW,,,TV,2014
1001830,"0811870 2 3    NE-1-20-3-55,192 Sq. Feet",,T,"2
 Residential",,77100,292500,0,369600,306 MCLEOD CRESCENT SW,,,TV,2014
1001840,"0811870 2 4    NE-1-20-3-55,192 Sq. Feet",,T,"2
 Residential",,77100,121800,0,198900,308 MCLEOD CRESCENT SW,,,TV,2014
1001850,"0811870 2 5    NE-1-20-3-55,192 Sq. Feet",,T,"1
Residential Vacant",,77100,0,0,77100,310 MCLEOD CRESCENT SW,,,TV,2014
1001860,"0811870 2 6    NE-1-20-3-55,192 Sq. Feet",,T,"2
 Residential",,77100,238100,0,315200,312 MCLEOD CRESCENT SW,,,TV,2014
1001870,"0811870 2 7    NE-1-20-3-54,896 Sq. Feet",,T,"1
Residential Vacant",,73900,0,0,73900,314 MCLEOD CRESCENT SW,,,TV,2014
1001875,"0814709 2 8    NE-1-20-3-55,209 Sq. Feet",,T,"2
 Residential",,77300,252600,0,329900,316 McLeod Crescent SW,,,TV,2014
1001880,"0811870 3 8    NE-1-20-3-55,471 Sq. Feet",,T,"1
Residential Vacant",,80200,0,0,80200,317 MCLEOD CRESCENT SW,,,TV,2014
1001890,"0811870 3 9    NE-1-20-3-55,432 Sq. Feet",,T,"1
Residential Vacant",,79700,0,0,79700,319 MCLEOD CRESCENT SW,,,TV,2014
1001900,"0811870 3 10    NE-1-20-3-55,432 Sq. Feet",,T,"2
 Residential",,79700,262100,0,341800,321 MCLEOD CRESCENT SW,,,TV,2014
1001910,"0811870 3 11    NE-1-20-3-55,432 Sq. Feet",,T,"1
Residential Vacant",,79700,0,0,79700,323 MCLEOD CRESCENT SW,,,TV,2014
1001920,"0811870 3 12    NE-1-20-3-55,432 Sq. Feet",,T,"2
 Residential",,79700,249700,0,329400,325 MCLEOD CRESCENT SW,,,TV,2014
1001930,"0811870 3 13    NE-1-20-3-55,432 Sq. Feet",,T,"2
 Residential",,79700,254800,0,334500,327 MCLEOD CRESCENT SW,,,TV,2014
1001940,"0811870 3 14    NE-1-20-3-55,432 Sq. Feet",,T,"2
 Residential",,79700,248600,0,328300,329 MCLEOD CRESCENT SW,,,TV,2014
1001950,"0811870 3 15    NE-1-20-3-56,048 Sq. Feet",,T,"1
Residential Vacant",,86100,0,0,86100,331 MCLEOD CRESCENT SW,,,TV,2014
1001960,"0814709 2 19    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,192600,0,250700,330A McLeod Crescent SW,,,TV,2014
1001965,"0814709 2 20    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,192600,0,250700,330B McLeod Crescent SW,,,TV,2014
1001970,"0910014 2 25    NE-1-20-3-55,650 Sq. Feet   EVERWWOD ESTATES 1B",,T,"1
Residential Vacant",,82100,0,0,82100,333 MCLEOD CRESCENT SW,,,TV,2014
1001980,"0910014 2 26    NE-1-20-3-56,357 Sq. Feet   EVERWOOD ESTATES 1B",,T,"1
Residential Vacant",,87200,0,0,87200,335 MCLEOD CRESCENT SW,,,TV,2014
1001990,"0910014 2 27    NE-1-20-3-56,212 Sq. Feet   EVERWOOD ESTATES 1B",,T,"1
Residential Vacant",,86700,0,0,86700,337 MCLEOD CRESCENT SW,,,TV,2014
1002000,"0910014 2 28    NE-1-20-3-56,322 Sq. Feet   EVERWOOD ESTATES 1B",,T,"2
 Residential",,87100,249600,0,336700,339 MCLEOD CRESCENT SW,,,TV,2014
1002020,"0910014 2 29PUL    NE-1-20-3-517,642 Sq. Feet   EVERWOOD ESTATES 1B",,E,"10
Municipal Public Lands-Exempt",,109200,0,0,109200,343 MCLEOD CRESCENT SW,,,TV,2014
1002040,"0910014 2 30    NE-1-20-3-57,069 Sq. Feet   EVERWOOD ESTATES 1B",,T,"2
 Residential",,89600,304100,0,393700,347 MCLEOD CRESCENT SW,,,TV,2014
1002050,"0910014 2 31    NE-1-20-3-57,280 Sq. Feet   EVERWOOD ESTATES 1B",,T,"1
Residential Vacant",,90400,0,0,90400,349 MCLEOD CRESCENT SW,,,TV,2014
1002060,"1013499 2 38    NE-1-20-3-53,494 Sq. Feet",,T,"2
 Residential",,58100,156800,0,214900,410 McLeod Crescent SW,,,TV,2014
1002070,"1013499 2 37    NE-1-20-3-53,494 Sq. Feet",,T,"2
 Residential",,58100,156800,0,214900,420 McLeod Crescent SW,,,TV,2014
1002080,"1013499 2 36    NE-1-20-3-53,494 Sq. Feet",,T,"2
 Residential",,58100,160600,0,218700,430 McLeod Crescent SW,,,TV,2014
1002090,"1013499 2 35    NE-1-20-3-53,494 Sq. Feet",,T,"2
 Residential",,58100,160600,0,218700,440 McLeod Crescent SW,,,TV,2014
1003000,"1013499 2 34    NE-1-20-3-53,461 Sq. Feet",,T,"2
 Residential",,57400,166000,0,223400,450 McLeod Crescent SW,,,TV,2014
1003010,"1013499 2 33    NE-1-20-3-53,357 Sq. Feet",,T,"2
 Residential",,55500,166000,0,221500,460 McLeod Crescent SW,,,TV,2014
1003020,"1013499 2 32    NE-1-20-3-54,856 Sq. Feet",,T,"2
 Residential",,73400,161200,0,234600,470 McLeod Crescent SW,,,TV,2014
1006000,1311726 1 1    NE-1-20-3-527.18 Acres,,E,"10
Municipal Public Lands-Exempt",,392000,0,0,392000,800 Oakalta Road S.W.,,,TV,2014
1006010,"7910635 1 N1    NE-1-20-3-54,020 Sq. Feet",,T,"2
 Residential",,60700,126100,0,186800,201 JOHN ST. S.W.,,,TV,2014
1006015,"7910635 1 S1    NE-1-20-3-54,020 Sq. Feet",,T,"2
 Residential",,60700,125700,0,186400,203 JOHN ST. S.W.,,,TV,2014
1006020,"7910635 1 N2    NE-1-20-3-53,575 Sq. Feet",,T,"2
 Residential",,53200,150900,0,204100,205 JOHN ST. S.W.,,,TV,2014
1006025,"7910635 1 S2    NE-1-20-3-53,575 Sq. Feet",,T,"2
 Residential",,53200,131600,0,184800,207 JOHN ST. S.W.,,,TV,2014
1006030,"7910635 1 S3    NE-1-20-3-53,580 Sq. Feet",,T,"2
 Residential",,53300,119300,0,172600,211 JOHN ST. S.W.,,,TV,2014
1006035,"7910635 1 3    NE-1-20-3-53,580 Sq. Feet",,T,"2
 Residential",,53300,121600,0,174900,209 JOHN ST. S.W.,,,TV,2014
1006040,"0412155 1 4A    NE-1-20-3-53,575 Sq. Feet",,T,"2
 Residential",,53200,157800,0,211000,213 JOHN STREET S.W.,,,TV,2014
1006045,"0412155 1 4B    NE-1-20-3-53,575 Sq. Feet",,T,"2
 Residential",,53200,154100,0,207300,215 JOHN STREET S.W.,,,TV,2014
1006050,"7910635 1 N5    NE-1-20-3-53,580 Sq. Feet",,T,"2
 Residential",,53300,121600,0,174900,217 JOHN ST. S.W.,,,TV,2014
1006055,"7910635 1 S5    NE-1-20-3-53,580 Sq. Feet",,T,"2
 Residential",,53300,132100,0,185400,219 JOHN ST. SW,,,TV,2014
1006060,"7910635 1 6    NE-1-20-3-57,150 Sq. Feet",,T,"2
 Residential",,88200,205300,0,293500,221 JOHN ST. S.W.,,,TV,2014
1006070,"7910635 1 7    NE-1-20-3-57,210 Sq. Feet",,T,"2
 Residential",,88400,212700,0,301100,213 RAYMOND CLOSE S.W.,,,TV,2014
1006080,"7910635 1 8    NE-1-20-3-511,630 Sq. Feet",,T,"2
 Residential",,99900,211800,0,311700,211 RAYMOND CLOSE S.W.,,,TV,2014
1006090,"7910635 1 9    NE-1-20-3-56,030 Sq. Feet",,T,"2
 Residential",,84400,205000,0,289400,209 RAYMOND CLOSE S.W.,,,TV,2014
1006100,"7910635 1 10    NE-1-20-3-55,720 Sq. Feet",,T,"2
 Residential",,81300,210100,0,291400,207 RAYMOND CLOSE S.W.,,,TV,2014
1006110,"7910635 1 11    NE-1-20-3-56,900 Sq. Feet",,T,"2
 Residential",,87400,194700,0,282100,205 RAYMOND CLOSE S.W.,,,TV,2014
1006120,"7910635 1 12    NE-1-20-3-56,670 Sq. Feet",,T,"2
 Residential",,86600,210400,0,297000,203 RAYMOND CLOSE S.W.,,,TV,2014
1006130,"7910635 1 13    NE-1-20-3-56,900 Sq. Feet",,T,"2
 Residential",,87400,215200,0,302600,201 RAYMOND CLOSE S.W.,,,TV,2014
1006140,"7910635 1 14    NE-1-20-3-56,900 Sq. Feet",,T,"2
 Residential",,87400,197800,0,285200,102 ROWLEY CLOSE S.W.,,,TV,2014
1006150,"7910635 1 15    NE-1-20-3-55,980 Sq. Feet",,T,"2
 Residential",,84100,147100,0,231200,104 ROWLEY CLOSE S.W.,,,TV,2014
1006160,"7910635 1 16    NE-1-20-3-55,930 Sq. Feet",,T,"2
 Residential",,83600,215700,0,299300,106 ROWLEY CLOSE S.W.,,,TV,2014
1006170,"7910635 1 17    NE-1-20-3-57,750 Sq. Feet",,T,"2
 Residential",,90200,172100,0,262300,108 ROWLEY CLOSE S.W.,,,TV,2014
1006180,"7910635 1 18    NE-1-20-3-55,810 Sq. Feet",,T,"2
 Residential",,82300,174000,0,256300,110 ROWLEY CLOSE S.W.,,,TV,2014
1006190,"7910635 1 19    NE-1-20-3-510,760 Sq. Feet",,T,"2
 Residential",,98800,262700,0,361500,112 ROWLEY CLOSE S.W.,,,TV,2014
1006200,"7910635 1 20    NE-1-20-3-510,010 Sq. Feet",,T,"2
 Residential",,97900,243500,0,341400,113 ROWLEY CLOSE S.W.,,,TV,2014
1006210,"7910635 1 21    NE-1-20-3-510,230 Sq. Feet",,T,"2
 Residential",,98200,229600,0,327800,111 ROWLEY CLOSE S.W.,,,TV,2014
1006220,"7910635 1 22    NE-1-20-3-55,600 Sq. Feet",,T,"2
 Residential",,80000,166600,0,246600,109 ROWLEY CLOSE S.W.,,,TV,2014
1006230,"7910635 1 23    NE-1-20-3-57,530 Sq. Feet",,T,"2
 Residential",,89500,223900,0,313400,107 ROWLEY CLOSE S.W.,,,TV,2014
1006240,"7910635 1 24    NE-1-20-3-55,930 Sq. Feet",,T,"2
 Residential",,83600,160800,0,244400,105 ROWLEY CLOSE S.W.,,,TV,2014
1006250,"7910635 1 25    NE-1-20-3-55,980 Sq. Feet",,T,"2
 Residential",,84100,149000,0,233100,103 ROWLEY CLOSE S.W.,,,TV,2014
1006260,"7910635 1 26    NE-1-20-3-56,900 Sq. Feet",,T,"2
 Residential",,87400,237100,0,324500,101 ROWLEY CLOSE S.W.,,,TV,2014
1006270,"7910635 2 1    NE-1-20-3-55,720 Sq. Feet",,T,"2
 Residential",,81300,152000,0,233300,101 ROBERT ST. S.W.,,,TV,2014
1006280,"7910635 2 2    NE-1-20-3-55,500 Sq. Feet",,T,"2
 Residential",,78900,152500,0,231400,103 ROBERT ST. S.W.,,,TV,2014
1006290,"7910635 2 3    NE-1-20-3-55,500 Sq. Feet",,T,"2
 Residential",,78900,152000,0,230900,105 ROBERT ST. S.W.,,,TV,2014
1006300,"7910635 2 4    NE-1-20-3-55,500 Sq. Feet",,T,"2
 Residential",,78900,156300,0,235200,201 ROBERT ST. S.W.,,,TV,2014
1006310,"7910635 2 5    NE-1-20-3-55,500 Sq. Feet",,T,"2
 Residential",,78900,190200,0,269100,203 ROBERT ST. S.W.,,,TV,2014
1006320,"7910635 2 6    NE-1-20-3-55,720 Sq. Feet",,T,"2
 Residential",,81300,184000,0,265300,205 ROBERT ST. S.W.,,,TV,2014
1006330,"7910635 2 7    NE-1-20-3-55,720 Sq. Feet",,T,"2
 Residential",,81300,190900,0,272200,207 ROBERT ST. S.W.,,,TV,2014
1006340,"7910635 2 8    NE-1-20-3-55,720 Sq. Feet",,T,"2
 Residential",,81300,152000,0,233300,209 ROBERT ST. S.W.,,,TV,2014
1006350,"7910635 2 9    NE-1-20-3-56,270 Sq. Feet",,T,"2
 Residential",,85200,152500,0,237700,211 ROBERT ST. S.W.,,,TV,2014
1006360,"0814709 2 9    NE-1-20-3-58,568 Sq. Feet",,T,"2
 Residential",,94800,286700,0,381500,318 McLeod Crescent SW,,,TV,2014
1006365,"0814709 2 10    NE-1-20-3-56,202 Sq. Feet",,T,"1
Residential Vacant",,86700,0,0,86700,320 McLeod Crescent SW,,,TV,2014
1006370,"0814709 2 11    NE-1-20-3-53,572 Sq. Feet",,T,"2
 Residential",,59500,190000,0,249500,322A McLeod Crescent SW,,,TV,2014
1006375,"0814709 2 12    NE-1-20-3-53,808 Sq. Feet",,T,"2
 Residential",,64000,200800,0,264800,322B McLeod Crescent SW,,,TV,2014
1006380,"0814709 2 13    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,189500,0,247600,324A McLeod Crescent SW,,,TV,2014
1006385,"0814709 2 14    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,189500,0,247600,324B McLeod Crescent SW,,,TV,2014
1006390,"0814709 2 15    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,187300,0,245400,326A McLeod Crescent SW,,,TV,2014
1006395,"0814709 2 16    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,189500,0,247600,326B McLeod Crescent SW,,,TV,2014
1006400,"0814709 2 17    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,205700,0,263800,328A McLeod Crescent SW,,,TV,2014
1006405,"0814709 2 18    NE-1-20-3-53,493 Sq. Feet",,T,"2
 Residential",,58100,189500,0,247600,328B McLeod Crescent SW,,,TV,2014
1006410,"0112321 2 11    NE-1-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,169100,0,252600,301 ROBERT STREET S.W.,,,TV,2014
1006420,"0112321 2 12    NE-1-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,218400,0,301900,303 ROBERT STREET S.W.,,,TV,2014
1006430,"0112321 2 13    NE-1-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,235300,0,318800,305 ROBERT STREET S.W.,,,TV,2014
1006440,"0112321 2 14    NE-1-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,207900,0,291400,307 ROBERT STREET S.W.,,,TV,2014
1006450,"0112321 2 15    NE-1-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,247200,0,330700,309 ROBERT STREET S.W.,,,TV,2014
1006460,"0112321 2 16    NE-1-20-3-55,920 Sq. Feet",,T,"2
 Residential",,83500,236600,0,320100,311 ROBERT STREET S.W.,,,TV,2014
1006470,"0112321 1 27    NE-1-20-3-55,718 Sq. Feet",,T,"2
 Residential",,81300,236300,0,317600,302 ROBERT STREET S.W.,,,TV,2014
1006480,"0112321 1 28    NE-1-20-3-55,827 Sq. Feet",,T,"2
 Residential",,82500,250600,0,333100,304 ROBERT STREET S.W.,,,TV,2014
1006490,"0112321 1 29    NE-1-20-3-55,827 Sq. Feet",,T,"2
 Residential",,82500,223400,0,305900,306 ROBERT STREET S.W.,,,TV,2014
1006500,"0112321 1 30    NE-1-20-3-55,827 Sq. Feet",,T,"2
 Residential",,82500,239200,0,321700,308 ROBERT STREET S.W.,,,TV,2014
1006510,"0112321 1 31    NE-1-20-3-55,827 Sq. Feet",,T,"2
 Residential",,82500,217400,0,299900,310 ROBERT STREET S.W.,,,TV,2014
1006520,"0112321 1 32    NE-1-20-3-55,827 Sq. Feet",,T,"2
 Residential",,82500,237400,0,319900,312 ROBERT STREET S.W.,,,TV,2014
1006530,"0112321 1 33    NE-1-20-3-56,113 Sq. Feet",,T,"2
 Residential",,84700,263500,0,348200,301 RAYMOND CLOSE S.W.,,,TV,2014
1006540,"0112321 1 34    NE-1-20-3-55,992 Sq. Feet",,T,"2
 Residential",,84200,225900,0,310100,303 RAYMOND CLOSE S.W.,,,TV,2014
1006550,"0112321 1 35    NE-1-20-3-55,992 Sq. Feet",,T,"2
 Residential",,84200,200400,0,284600,305 RAYMOND CLOSE S.W.,,,TV,2014
1006560,"0112321 1 36    NE-1-20-3-55,938 Sq. Feet",,T,"2
 Residential",,83600,294100,0,377700,307 RAYMOND CLOSE S.W.,,,TV,2014
1006570,"0112321 1 37    NE-1-20-3-55,533 Sq. Feet",,T,"2
 Residential",,79300,206500,0,285800,309 RAYMOND CLOSE S.W.,,,TV,2014
1006580,"0112321 1 38    NE-1-20-3-510,510 Sq. Feet",,T,"2
 Residential",,98500,277700,0,376200,311 RAYMOND CLOSE S.W.,,,TV,2014
1006590,"0112321 1 39    NE-1-20-3-510,764 Sq. Feet",,T,"2
 Residential",,98800,310300,0,409100,313 RAYMOND CLOSE S.W.,,,TV,2014
1006600,"0112321 1 40    NE-1-20-3-58,477 Sq. Feet",,T,"2
 Residential",,92700,280800,0,373500,315 RAYMOND CLOSE S.W.,,,TV,2014
1006610,"0112321 1 41    NE-1-20-3-58,181 Sq. Feet",,T,"2
 Residential",,91700,243800,0,335500,317 RAYMOND CLOSE S.W.,,,TV,2014
1006620,"0112321 1 42    NE-1-20-3-55,533 Sq. Feet",,T,"2
 Residential",,79300,262400,0,341700,319 RAYMOND CLOSE S.W.,,,TV,2014
1006630,"0112321 1 43    NE-1-20-3-55,954 Sq. Feet",,T,"2
 Residential",,83800,224900,0,308700,321 RAYMOND CLOSE S.W.,,,TV,2014
1006640,"0112321 1 44    NE-1-20-3-55,997 Sq. Feet",,T,"2
 Residential",,84300,238900,0,323200,323 RAYMOND CLOSE S.W.,,,TV,2014
1006650,"0112321 1 45    NE-1-20-3-55,997 Sq. Feet",,T,"2
 Residential",,84300,237200,0,321500,325 RAYMOND CLOSE S.W.,,,TV,2014
1006660,"0112321 1 46    NE-1-20-3-55,973 Sq. Feet",,T,"2
 Residential",,84000,244100,0,328100,327 RAYMOND CLOSE S.W.,,,TV,2014
1006670,"0112321 1 47    NE-1-20-3-55,511 Sq. Feet",,T,"2
 Residential",,79100,216000,0,295100,301 JOHN STREET S.W.,,,TV,2014
1006680,"0112321 1 48    NE-1-20-3-55,497 Sq. Feet",,T,"2
 Residential",,78900,237000,0,315900,303 JOHN STREET S.W.,,,TV,2014
1006690,"0112321 1 49    NE-1-20-3-55,497 Sq. Feet",,T,"2
 Residential",,78900,235800,0,314700,305 JOHN STREET S.W.,,,TV,2014
1006700,"0112321 1 50    NE-1-20-3-55,497 Sq. Feet",,T,"2
 Residential",,78900,285500,0,364400,307 JOHN STREET S.W.,,,TV,2014
