Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
616230,"3603FD 16 23    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,114000,0,194200,205 ROYAL AVE. N.W.,,,TV,2014
616240,"3603FD 16 24A    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,277400,0,357600,203 ROYAL AVE. N.W.,,,TV,2014
616250,"2229EW 16 24    SE-12-20-3-57,200 Sq. Feet",,T,"2
 Residential",,80200,338800,0,419000,201 Royal Avenue N.W.,,,TV,2014
617010,"8054EK 17 1-3    SE-12-20-3-512,540 Sq. Feet",,T,"3
Commercial",,73200,427700,0,500900,414 MAIN ST. N.W.,,,TV,2014
617040,"8054EK 17 4,5    SE-12-20-3-58,460 Sq. Feet",,T,"2
 Residential",,92600,16300,0,108900,410 MAIN ST. N.W.,,,TV,2014
617060,"8054EK 17 6,7    SE-12-20-3-53,000 Sq. Feet",,T,"2
 Residential",,43500,145600,0,189100,406 MAIN ST. N.W.,,,TV,2014
617080,"8054EK 17 8,9    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,79300,0,163600,104 ROYAL AVE. N.W.,,,TV,2014
617100,"8054EK 17 10,11    SE-12-20-3-52.65 Acres",,E,"11
Institutional",,208600,1812900,0,2021500,114 ROYAL AVE. N.W.,,,TV,2014
617150,"3779FC  X    SE-12-20-3-518,121 Sq. Feet",,E,"11
Institutional",,107900,0,0,107900,,,,TV,2014
617200,"3779FC  Y    SE-12-20-3-540,946 Sq. Feet",,E,"11
Institutional",,132200,0,0,132200,,,,TV,2014
617250,SE-12-20-3-5                1.00 Acres,,E,"11
Institutional",,134800,0,0,134800,114 ROYAL AVE. N.W.,,,TV,2014
618010,"2229EW 18 1,2    SE-12-20-3-59,000 Sq. Feet",,T,"3
Commercial",,66400,67000,0,133400,512 MAIN ST. NW,,,TV,2014
618030,"2229EW 18 3    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,149600,0,233900,508 MAIN ST. N.W.,,,TV,2014
618040,"2229EW 18 4    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,42500,0,126800,506 MAIN ST. N.W.,,,TV,2014
618050,"2229EW 18 5    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,46600,0,130900,504 MAIN ST. N.W.,,,TV,2014
618060,"2229EW 18 6    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,130700,0,215000,502 MAIN ST. N.W.,,,TV,2014
619010,"2229EW 19 1,2    SE-12-20-3-510,080 Sq. Feet",,T,"2
 Residential",,98000,139300,0,237300,622 MAIN ST. N.W.,,,TV,2014
619030,"2229EW 19 3    SE-12-20-3-55,400 Sq. Feet",,T,"2
 Residential",,77900,152200,0,230100,620 MAIN ST. N.W.,,,TV,2014
619040,"2229EW 19 4,5    SE-12-20-3-510,800 Sq. Feet",,T,"2
 Residential",,98900,154600,0,253500,618 MAIN ST. N.W.,,,TV,2014
619060,"2229EW 19 6    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,75400,0,159700,614 MAIN ST. N.W.,,,TV,2014
619070,"2229EW 19 7    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,177800,0,262100,612 MAIN ST. N.W.,,,TV,2014
619080,"2229EW 19 8    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,99800,0,184100,610 MAIN ST. N.W.,,,TV,2014
619090,"2229EW 19 9    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,121500,0,205800,608 MAIN ST. N.W.,,,TV,2014
619100,"2229EW 19 10    SE-12-20-3-56,360 Sq. Feet",,T,"2
 Residential",,85500,162600,0,248100,606 MAIN ST. N.W.,,,TV,2014
619110,"2229EW 19 11    SE-12-20-3-54,800 Sq. Feet",,T,"2
 Residential",,71400,88100,0,159500,604 MAIN ST. N.W.,,,TV,2014
619120,"2229EW 19 12    SE-12-20-3-56,000 Sq. Feet",,T,"2
 Residential",,84300,169900,0,254200,602 Main Street NW,,,TV,2014
620010,"8211156 21 1,2    SE-12-20-3-58,800 Sq. Feet",,T,"2
 Residential",,93800,218700,0,312500,618 ANDERSON CRES. N.W.,,,TV,2014
620030,"8211156 21 3    SE-12-20-3-57,820 Sq. Feet",,T,"2
 Residential",,90500,197900,0,288400,614 ANDERSON CRES. N.W.,,,TV,2014
620040,"8211156 21 4    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,80600,204800,0,285400,612 Anderson Crescent NW,,,TV,2014
620050,"8211156 21 5    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,301100,0,368200,610 ANDERSON CRES. N.W.,,,TV,2014
620060,"8211156 21 6    SE-12-20-3-54,580 Sq. Feet",,T,"2
 Residential",,69000,249900,0,318900,608 ANDERSON CRES. N.W.,,,TV,2014
620070,"8211156 21 7    SE-12-20-3-57,326 Sq. Feet",,T,"2
 Residential",,88800,190800,0,279600,611 ANDERSON CRES. N.W.,,,TV,2014
620080,"8211156 21 8MR    SE-12-20-3-539,640 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,130800,0,0,130800,609 ANDERSON CRESCENT NW,,,TV,2014
620090,"8211156 21 9    SE-12-20-3-55,940 Sq. Feet",,T,"2
 Residential",,83700,104300,0,188000,607 ANDERSON CRES. N.W.,,,TV,2014
620100,"8211156 21 10    SE-12-20-3-54,600 Sq. Feet",,T,"2
 Residential",,69300,162600,0,231900,605 ANDERSON CRES. N.W.,,,TV,2014
620110,"8211156 21 11    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,185600,0,252700,603 ANDERSON CRES. N.W.,,,TV,2014
620120,"8211156 21 12    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,161700,0,228800,513 ANDERSON CRES. N.W.,,,TV,2014
620130,"8211156 21 13    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,173500,0,240600,511 ANDERSON CRES. N.W.,,,TV,2014
620140,"8211156 21 14    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,224600,0,291700,509 ANDERSON CRES. N.W.,,,TV,2014
620150,"8211156 21 15    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,189400,0,256500,507 ANDERSON CRES. N.W.,,,TV,2014
620160,"8211156 21 16    SE-12-20-3-54,400 Sq. Feet",,T,"2
 Residential",,67100,210900,0,278000,505 ANDERSON CRES. N.W.,,,TV,2014
620170,"8211156 21 17    SE-12-20-3-54,600 Sq. Feet",,T,"2
 Residential",,69300,186100,0,255400,503 ANDERSON CRES. N.W.,,,TV,2014
620180,"8211156 21 E18    SE-12-20-3-518,936 Sq. Feet",,T,"2
 Residential",,113200,693000,0,806200,124 EDWARD AVE. N.W.,,,TV,2014
620190,"8211156 21 W18    SE-12-20-3-514,417 Sq. Feet",,T,"1
Residential Vacant",,102200,0,0,102200,150 EDWARD AVE. N.W.,,,TV,2014
620200,8211156 21 19    SE-12-20-3-51.30 Acres,,T,"1
Residential Vacant",,137300,0,0,137300,515 MORRISON ST. N.W.,,,TV,2014
621000,"8211156 22 1    SE-12-20-3-54,500 Sq. Feet",,T,"2
 Residential",,68200,184200,0,252400,606 ANDERSON CRES. N.W.,,,TV,2014
621010,"8211156 22 2    SE-12-20-3-54,500 Sq. Feet",,T,"2
 Residential",,68200,181200,0,249400,604 ANDERSON CRES. N.W.,,,TV,2014
621020,"8211156 22 3    SE-12-20-3-54,500 Sq. Feet",,T,"2
 Residential",,68200,194700,0,262900,602 ANDERSON CRES. N.W.,,,TV,2014
621040,"8211156 22 4,5    SE-12-20-3-59,000 Sq. Feet",,T,"2
 Residential",,94500,263400,0,357900,510 ANDERSON CRES. N.W.,,,TV,2014
621050,"8211156 22 6,7    SE-12-20-3-59,000 Sq. Feet",,T,"2
 Residential",,94500,234600,0,329100,508 ANDERSON CRES. N.W.,,,TV,2014
621070,"8211156 22 8    SE-12-20-3-54,500 Sq. Feet",,T,"2
 Residential",,68200,217900,0,286100,504 ANDERSON CRES. N.W.,,,TV,2014
621080,"8211156 22 9    SE-12-20-3-54,600 Sq. Feet",,T,"2
 Residential",,69300,216200,0,285500,502 ANDERSON CRES. N.W.,,,TV,2014
621090,"8211156 22 10    SE-12-20-3-54,600 Sq. Feet",,T,"2
 Residential",,69300,181300,0,250600,202 Edw ard Avenue NW,,,TV,2014
621100,"8211156 22 11    SE-12-20-3-54,600 Sq. Feet",,T,"2
 Residential",,69300,166300,0,235600,204 Edw ard Avenue NW,,,TV,2014
621110,"8211156 22 12    SE-12-20-3-54,600 Sq. Feet",,T,"2
 Residential",,69300,159700,0,229000,206 Edw ard Avenue NW,,,TV,2014
621120,"8211156 22 13    SE-12-20-3-54,840 Sq. Feet",,T,"2
 Residential",,71800,170300,0,242100,509 ARCHIBALD WAY N.W.,,,TV,2014
621130,"8211156 22 14    SE-12-20-3-55,810 Sq. Feet",,T,"2
 Residential",,82300,165700,0,248000,511 ARCHIBALD WAY N.W.,,,TV,2014
621140,"8211156 22 15    SE-12-20-3-55,490 Sq. Feet",,T,"2
 Residential",,78800,226600,0,305400,513 ARCHIBALD WAY N.W.,,,TV,2014
621150,"8211156 22 16    SE-12-20-3-55,270 Sq. Feet",,T,"2
 Residential",,76500,188400,0,264900,601 ARCHIBALD WAY N.W.,,,TV,2014
621160,"8211156 22 17,18    SE-12-20-3-58,960 Sq. Feet",,T,"2
 Residential",,94300,273600,0,367900,603 ARCHIBALD WAY N.W.,,,TV,2014
621300,8110560 20 6    SE-12-20-3-52.45 Acres   8TH AVENUE N.W.,,T,"2
 Residential",,199700,242400,0,442100,115 DUNHAM LANE N.W.,,,TV,2014
621400,8110560 20 7    SE-12-20-3-51.84 Acres,,E,"13
Municipal Resale & Leases",,172400,0,0,172400,211 DUNHAM LANE,,,TV,2014
622000,582JK 22     SE-12-20-3-55.38 Acres,,T,"2
 Residential",,297800,47000,0,344800,217 DUNHAM LANE N.W.,,,TV,2014
622005,"0911530 32 3    SE-12-20-3-55,450 Sq. Feet   JONES PHASE 1",,T,"2
 Residential",,79900,305800,0,385700,620 ANDERSON CRESCENT NW,,,TV,2014
622010,"0911530 32 2    SE-12-20-3-55,735 Sq. Feet   JONES PHASE 1",,T,"2
 Residential",,87200,39200,0,126400,622 ANDERSON CRESCENT NW,,,TV,2014
622015,"0911530 32 1    SE-12-20-3-57,113 Sq. Feet   JONES PHASE 1",,T,"1
Residential Vacant",,94300,0,0,94300,624 ANDERSON CRESCENT NW,,,TV,2014
622100,9511442 22 1    SE-12-20-3-53.42 Acres,,T,"1
Residential Vacant",,243100,0,0,243100,600 ANDERSON CRESCENT N.W.,,,TV,2014
622190,"9811867 22 19    SE-12-20-3-55,066 Sq. Feet",,T,"2
 Residential",,74300,216800,0,291100,208 EDWARD AVENUE NW,,,TV,2014
622200,"9811867 22 20    SE-12-20-3-55,066 Sq. Feet",,T,"2
 Residential",,74300,187900,0,262200,210 EDWARD AVENUE NW,,,TV,2014
622210,"9811867 22 21    SE-12-20-3-55,066 Sq. Feet",,T,"2
 Residential",,74300,182700,0,257000,212 EDWARD AVENUE N.W.,,,TV,2014
622220,"9811867 22 22    SE-12-20-3-57,649 Sq. Feet",,T,"1
Residential Vacant",,89900,0,0,89900,510 ARCHIBALD WAY NW,,,TV,2014
622230,"9811867 22 23    SE-12-20-3-56,892 Sq. Feet",,T,"2
 Residential",,87300,269800,0,357100,512 ARCHIBALD WAY NW,,,TV,2014
622240,"9811867 22 24    SE-12-20-3-55,714 Sq. Feet",,T,"2
 Residential",,81200,214900,0,296100,600 ARCHIBALD WAY NW,,,TV,2014
622250,"9811867 22 25    SE-12-20-3-55,774 Sq. Feet",,T,"2
 Residential",,81900,179400,0,261300,602 ARCHIBALD WAY NW,,,TV,2014
622260,"9811867 22 26    SE-12-20-3-56,237 Sq. Feet",,T,"2
 Residential",,85100,247800,0,332900,604 ARCHIBALD WAY NW,,,TV,2014
622270,"0714405 1 2    SE-12-20-3-55,077 Sq. Feet",,T,"2
 Residential",,75800,313100,0,388900,214 Edw ard Avenue N.W.,,,TV,2014
622280,"0714405 1 1    SE-12-20-3-55,160 Sq. Feet",,T,"2
 Residential",,76700,315100,0,391800,216 Edw ard Avenue N.W.,,,TV,2014
622290,"0714405 2 5    SE-12-20-3-55,360 Sq. Feet",,T,"1
Residential Vacant",,78900,0,0,78900,218 Edw ard Avenue N.W.,,,TV,2014
622300,"0714405 2 4    SE-12-20-3-55,349 Sq. Feet",,T,"1
Residential Vacant",,78800,0,0,78800,220 Edw ard Avenue N.W.,,,TV,2014
622310,"0714405 2 3    SE-12-20-3-55,349 Sq. Feet",,T,"2
 Residential",,78800,232300,0,311100,222 Edw ard Avenue N.W.,,,TV,2014
622320,"0714405 2 2    SE-12-20-3-55,349 Sq. Feet",,T,"1
Residential Vacant",,78800,0,0,78800,224 Edw ard Avenue N.W.,,,TV,2014
622330,"0714405 2 1    SE-12-20-3-55,362 Sq. Feet",,T,"1
Residential Vacant",,79000,0,0,79000,226 Edw ard Avenue N.W.,,,TV,2014
623010,"7810261 23 W1    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,101800,0,153200,224B ROYAL AVE. N.W.,,,TV,2014
623015,"7810261 23 E1    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,107800,0,159200,224A ROYAL AVE. N.W.,,,TV,2014
623020,"7810261 23 W2    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,125000,0,176400,222B ROYAL AVE. N.W.,,,TV,2014
623025,"7810261 23 E2    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,125000,0,176400,222A ROYAL AVE. N.W.,,,TV,2014
623030,"7810261 23 W3    SE-12-20-3-53,190 Sq. Feet   Westerly 29' feet of Lot 3",,T,"2
 Residential",,51400,131100,0,182500,220B ROYAL AVE. N.W.,,,TV,2014
623035,"7810261 23 E3    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,119000,0,170400,220A ROYAL AVE. NW,,,TV,2014
623040,"7810261 23 4    SE-12-20-3-56,380 Sq. Feet",,T,"2
 Residential",,85600,197100,0,282700,218 ROYAL AVE. N.W.,,,TV,2014
623050,"7810261 23 W5    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,118000,0,169400,216B ROYAL AVE. N.W.,,,TV,2014
623055,"7810261 23 E5    SE-12-20-3-53,190 Sq. Feet",,T,"2
 Residential",,51400,106000,0,157400,216A ROYAL AVE. N.W.,,,TV,2014
623060,"7810261 23 6    SE-12-20-3-56,380 Sq. Feet",,T,"2
 Residential",,85600,199300,0,284900,214 ROYAL AVE. N.W.,,,TV,2014
623070,7810261 23 7    SE-12-20-3-51.24 Acres,,T,"2
 Residential",,171500,587200,0,758700,240 EDWARD AVE. N.W.,,,TV,2014
623180,"0012787 24 18    SE-12-20-3-56,652 Sq. Feet",,T,"2
 Residential",,88200,203400,0,291600,301 EDWARD AVENUE NW,,,TV,2014
623190,"0012787 24 19    SE-12-20-3-56,348 Sq. Feet",,T,"2
 Residential",,87200,175800,0,263000,303 EDWARD AVENUE NORTH W,,,TV,2014
623200,"0012787 24 20    SE-12-20-3-56,135 Sq. Feet",,T,"2
 Residential",,86400,197600,0,284000,305 EDWARD AVENUE NORTH W,,,TV,2014
623210,"0012787 24 21    SE-12-20-3-56,068 Sq. Feet",,T,"2
 Residential",,86200,194300,0,280500,307 EDWARD AVENUE N.W.,,,TV,2014
623220,"0210242 24 33    SE-12-20-3-56,030 Sq. Feet   (.14Acres)",,T,"2
 Residential",,86100,185900,0,272000,309 EDWARD AVENUE N.W.,,,TV,2014
623230,"0210242 24 32    SE-12-20-3-55,920 Sq. Feet",,T,"2
 Residential",,85100,202400,0,287500,311 EDWARD AVENUE N.W.,,,TV,2014
623240,"0012787 24 24    SE-12-20-3-55,084 Sq. Feet",,T,"2
 Residential",,75900,178400,0,254300,313 EDWARD AVENUE NORTH W,,,TV,2014
623250,"0012787 24 25    SE-12-20-3-55,084 Sq. Feet",,T,"2
 Residential",,75900,180400,0,256300,315 EDWARD AVENUE NORTH W,,,TV,2014
623260,"0210242 24 31    SE-12-20-3-56,900 Sq. Feet",,T,"2
 Residential",,89100,258900,0,348000,317 EDWARD AVENUE NW,,,TV,2014
623270,0012787 24 27MR    SE-12-20-3-5862 Sq. Feet,,E,"10
Municipal Public Lands-Exempt",,10200,0,0,10200,EDWARD AVENUE NORTH WEST,,,TV,2014
623280,"0012787 24 28MR    SE-12-20-3-513,939 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,83700,0,0,83700,319 EDWARD AVENUE NORTH W,,,TV,2014
623290,"0012787 24 29ER    SE-12-20-3-513,068 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,82800,0,0,82800,321 EDWARD AVENUE NORTH W,,,TV,2014
623300,"0012787 24 30MR    SE-12-20-3-512,632 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,87500,0,0,87500,323 EDWARD AVENUE NORTH W,,,TV,2014
623310,"0012787 26 1    SE-12-20-3-56,738 Sq. Feet",,T,"2
 Residential",,88500,252200,0,340700,302 EDWARD CLOSE NW,,,TV,2014
623320,"0012787 26 2    SE-12-20-3-55,442 Sq. Feet",,T,"2
 Residential",,79800,192700,0,272500,304 EDWARD CLOSE NW,,,TV,2014
623330,"0012787 26 3    SE-12-20-3-58,887 Sq. Feet",,T,"2
 Residential",,95900,231900,0,327800,306 EDWARD CLOSE NW,,,TV,2014
623340,"0012787 26 4    SE-12-20-3-58,922 Sq. Feet",,T,"2
 Residential",,96000,234400,0,330400,308 EDWARD CLOSE N.W.,,,TV,2014
623350,"0012787 26 5    SE-12-20-3-56,041 Sq. Feet",,T,"2
 Residential",,86100,236500,0,322600,310 EDWARD CLOSE NW,,,TV,2014
623360,"0012787 26 6    SE-12-20-3-55,322 Sq. Feet",,T,"2
 Residential",,78500,223800,0,302300,312 EDWARD CLOSE NW,,,TV,2014
623370,"0012787 26 7    SE-12-20-3-55,737 Sq. Feet",,T,"2
 Residential",,83100,259900,0,343000,314 EDWARD CLOSE NW,,,TV,2014
623380,"0012787 26 8    SE-12-20-3-55,999 Sq. Feet",,T,"2
 Residential",,85900,221500,0,307400,316 EDWARD CLOSE NW,,,TV,2014
623390,"0012787 26 9    SE-12-20-3-56,184 Sq. Feet",,T,"2
 Residential",,86600,221500,0,308100,318 EDWARD CLOSE NW,,,TV,2014
623400,"0012787 26 10MR    SE-12-20-3-514,375 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,94600,0,0,94600,320 EDWARD AVENUE NORTH W,,,TV,2014
623410,"0012787 26 11ER    SE-12-20-3-527,878 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,90700,0,0,90700,322 EDWARD AVENUE NORTH W,,,TV,2014
623420,0012787 26 12MR    SE-12-20-3-51.51 Acres,,E,"10
Municipal Public Lands-Exempt",,124500,0,0,124500,324 EDWARD AVENUE NORTH W,,,TV,2014
623430,"0412056 29 21    SE-12-20-3-55,650 Sq. Feet",,T,"2
 Residential",,82100,216800,0,298900,501 COUNTRY MEADOWS WAY,,,TV,2014
623440,"0412056 29 20    SE-12-20-3-57,323 Sq. Feet",,T,"2
 Residential",,90500,254000,0,344500,503 COUNTRY MEADOWS WAY,,,TV,2014
623450,"0412056 29 19    SE-12-20-3-57,087 Sq. Feet",,T,"2
 Residential",,89700,320200,0,409900,505 COUNTRY MEADOWS WAY,,,TV,2014
623460,"0714385 29 18    SE-12-20-3-54,950 Sq. Feet",,T,"2
 Residential",,74400,281000,0,355400,507 Country Meadow s Way N.W.,,,TV,2014
623470,"0714385 29 17    SE-12-20-3-55,102 Sq. Feet",,T,"2
 Residential",,76100,273300,0,349400,509 Country Meadow s Way N.W.,,,TV,2014
623480,"0714385 29 16    SE-12-20-3-55,129 Sq. Feet",,T,"2
 Residential",,76400,255900,0,332300,511 Country Meadow s Way N.W.,,,TV,2014
623490,"0714385 29 15    SE-12-20-3-55,156 Sq. Feet",,T,"2
 Residential",,76700,296000,0,372700,513 Country Meadow s Way N.W.,,,TV,2014
623500,"0714385 29 14    SE-12-20-3-55,202 Sq. Feet",,T,"2
 Residential",,77200,316600,0,393800,515 Country Meadow s Way N.W.,,,TV,2014
623510,"0714385 29 13    SE-12-20-3-55,776 Sq. Feet",,T,"2
 Residential",,83500,260000,0,343500,517 Country Meadow s Way N.W.,,,TV,2014
623520,"0714385 29 12    SE-12-20-3-56,496 Sq. Feet",,T,"2
 Residential",,87700,281800,0,369500,519 Country Meadow s Way N.W.,,,TV,2014
623530,"0714385 29 11    SE-12-20-3-56,970 Sq. Feet",,T,"2
 Residential",,89300,266200,0,355500,521 Country Meadow s Way N.W.,,,TV,2014
623540,"0714385 29 10    SE-12-20-3-56,099 Sq. Feet",,T,"2
 Residential",,86300,287100,0,373400,523 Country Meadow s Way N.W.,,,TV,2014
623550,"0714385 29 9    SE-12-20-3-57,308 Sq. Feet",,T,"2
 Residential",,90500,290400,0,380900,525 Country Meadow s Way N.W.,,,TV,2014
623560,"0714385 29 8    SE-12-20-3-57,220 Sq. Feet",,T,"2
 Residential",,87500,276900,0,364400,527 Country Meadow s Way N.W.,,,TV,2014
623565,"0412056 29 15MR    SE-12-20-3-52,614 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,44400,0,0,44400,324 EDWARD AVENUE N.W.,,,TV,2014
623566,"0714385 29 22MR    SE-12-20-3-52,690 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,15900,0,0,15900,324B Edw ard Avenue N.W.,,,TV,2014
623570,"0412056 29 7    SE-12-20-3-54,210 Sq. Feet",,T,"2
 Residential",,65100,219600,0,284700,529 COUNTRY MEADOWS WAY,,,TV,2014
623580,"0412056 29 6    SE-12-20-3-54,300 Sq. Feet",,T,"2
 Residential",,66600,260300,0,326900,531 COUNTRY MEADOWS WAY,,,TV,2014
623590,"0412056 29 5    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,68800,226500,0,295300,533 COUNTRY MEADOWS WAY,,,TV,2014
623600,"0412056 29 4    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,75700,284300,0,360000,535 COUNTRY MEADOWS WAY,,,TV,2014
623610,"0412056 29 3    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,68800,252400,0,321200,537 COUNTRY MEADOWS WAY,,,TV,2014
623620,"0412056 29 2    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,68800,198300,0,267100,539 COUNTRY MEADOWS WAY,,,TV,2014
623630,"0412056 29 1    SE-12-20-3-54,950 Sq. Feet",,T,"2
 Residential",,74400,213700,0,288100,541 COUNTRY MEADOWS WAY,,,TV,2014
623640,"0412056 30 9    SE-12-20-3-55,840 Sq. Feet",,T,"2
 Residential",,84200,243200,0,327400,532 COUNTRY MEADOWS WAY,,,TV,2014
623650,"0412056 30 8    SE-12-20-3-55,307 Sq. Feet",,T,"2
 Residential",,78400,236600,0,315000,534 COUNTRY MEADOWS WAY,,,TV,2014
623660,"0412056 30 7    SE-12-20-3-54,210 Sq. Feet",,T,"2
 Residential",,65100,242600,0,307700,536 COUNTRY MEADOWS WAY,,,TV,2014
623670,"0412056 30 6    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,68800,252100,0,320900,538 COUNTRY MEADOWS WAY,,,TV,2014
623680,"0412056 30 5    SE-12-20-3-54,952 Sq. Feet",,T,"2
 Residential",,74500,235000,0,309500,540 COUNTRY MEADOWS WAY,,,TV,2014
623690,"0412056 30 4    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,68800,258900,0,327700,511 COUNTRY MEADOWS STREET,,,TV,2014
623700,"0412056 30 3    SE-12-20-3-54,439 Sq. Feet   43.6' X 101.7'",,T,"2
 Residential",,68800,237300,0,306100,509 COUNTRY MEADOWS STREET,,,TV,2014
623710,"0412056 30 2    SE-12-20-3-54,439 Sq. Feet",,T,"2
 Residential",,68800,228100,0,296900,507 COUNTRY MEADOWS STREET,,,TV,2014
623720,"0412056 30 1    SE-12-20-3-54,430 Sq. Feet",,T,"2
 Residential",,68700,234100,0,302800,505 COUNTRY MEADOWS STREET,,,TV,2014
623725,"0714385 30 10MR    SE-12-20-3-54,020 Sq. Feet",,E,"10
Municipal Public Lands-Exempt",,41200,0,0,41200,530 Country Meadow s Way N.W.,,,TV,2014
623730,"0412056 28 1    SE-12-20-3-55,490 Sq. Feet",,T,"2
 Residential",,80400,197600,0,278000,502 COUNTRY MEADOWS STREET,,,TV,2014
623740,"0412056 28 2    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,207100,0,278600,504 COUNTRY MEADOWS STREET,,,TV,2014
623750,"0412056 28 3    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,228400,0,299900,506 COUNTRY MEADOWS STREET,,,TV,2014
623760,"0412056 28 4    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,213000,0,284500,508 COUNTRY MEADOWS STREET,,,TV,2014
623770,"0412056 28 5    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,236600,0,308100,510 COUNTRY MEADOWS STREET,,,TV,2014
623780,"0412056 28 6    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,210000,0,281500,512 COUNTRY MEADOWS STREET,,,TV,2014
623790,"0412056 28 7    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,226000,0,297500,514 COUNTRY MEADOWS STREET,,,TV,2014
623800,"0412056 28 8    SE-12-20-3-54,679 Sq. Feet",,T,"2
 Residential",,71500,241200,0,312700,516 COUNTRY MEADOWS STREET,,,TV,2014
623810,"0412056 28 9    SE-12-20-3-54,882 Sq. Feet",,T,"2
 Residential",,73700,213800,0,287500,518 COUNTRY MEADOWS STREET,,,TV,2014
623820,"0412056 28 10    SE-12-20-3-54,762 Sq. Feet   46.8' X 101.7'",,T,"2
 Residential",,72400,215900,0,288300,520 COUNTRY MEADOWS STREET,,,TV,2014
623830,"1113431 32 40MR    SE-12-20-3-513,504 Sq. Feet   Play Ground",,E,"10
Municipal Public Lands-Exempt",,104100,0,0,104100,522 COUNTRY MEADOWS STREET,,,TV,2014
623840,0412056 31 1    SE-12-20-3-52.99 Acres   THE CHURCH OF JESUS CHRIST OF LATTER DAY,,E,"11
Institutional",,173500,1497600,0,1671100,405 Dunham Lane N.W.,,,TV,2014
623850,"1113431 32 1    SE-12-20-3-54,612 Sq. Feet",,T,"1
Residential Vacant",,70700,0,0,70700,401 Edw ard Avenue N.W.,,,TV,2014
623860,"1113431 32 2    SE-12-20-3-54,662 Sq. Feet",,T,"1
Residential Vacant",,71300,0,0,71300,403 Edw ard Avenue N.W.,,,TV,2014
623870,"1113431 32 3    SE-12-20-3-54,662 Sq. Feet",,T,"2
 Residential",,71300,236200,0,307500,405 Edw ard Avenue N.W.,,,TV,2014
623880,"1113431 32 4    SE-12-20-3-54,662 Sq. Feet",,T,"2
 Residential",,71300,213300,0,284600,407 Edw ard Avenue N.W.,,,TV,2014
623890,"1113431 32 39    SE-12-20-3-55,017 Sq. Feet",,T,"1
Residential Vacant",,75200,0,0,75200,601 Country Meadow s Close N.W.,,,TV,2014
623900,"1113431 32 38    SE-12-20-3-54,458 Sq. Feet",,T,"1
Residential Vacant",,69100,0,0,69100,603 Country Meadow s Close N.W.,,,TV,2014
623910,"1113431 32 37    SE-12-20-3-54,458 Sq. Feet",,T,"1
Residential Vacant",,69100,0,0,69100,605 Country Meadow s Close N.W.,,,TV,2014
